observation_uuid	observer_id	latitude	longitude	positional_accuracy	taxon_id	quality_grade	observed_on	anomaly_score	photo_uuid	photo_id	extension	license	width	height	position	observer_login
e025c6f5-091b-4f11-abb9-84774ed58c7f	1383198	40.6331388889	-8.659675		27726	research	2023-12-04	22.174570113312587	3e74717c-8d94-48e6-8420-5c55529dffaa	339344259	jpeg	CC-BY-NC	2048	1536	0	jesteves
207a6614-b34e-4f70-84c0-2cd2dfdee9a6	5416331	47.2396133	15.7901282	92.0	27726	research	2022-04-20	21.20707580613365	7acabde4-4eea-44e8-91fa-9b2d9d392073	189441722	jpeg	CC-BY-NC	1536	2048	0	silenedioica
2f22b2fc-230f-4c04-9876-0ed73c20f117	8256301	49.2392666764	12.9284773017	244.0	27726	research	2024-06-29	5.379429250243434	3cf5038a-af39-4519-ae1e-5f217c9054a0	402981824	jpg	CC-BY-NC	1600	1200	0	dinolauriar
486be1b2-2ea4-4b0e-9edc-f2a2d2f1759b	114747	46.011419	1.429959	2.0	27726	research	2015-11-05	5.590454941638392	b49cce57-3504-48f9-97dd-36f81c5c773b	2616588	jpg	CC-BY-NC	960	720	0	kev87
34cbae2b-2e61-47fe-a2ee-c2eef8d41ec4	4545479	49.0051161326	9.6136977878	4.0	27726	research	2021-06-05	5.502831042460304	b81a3ed9-5fc5-4e91-a472-c2a1608a4043	134522975	jpeg	CC-BY-NC	1536	2048	0	lukas_the_geologist
bf9c6b4d-35d2-4314-ac3f-ad5520919e42	6779455	47.1544986663	15.304140157	8.0	27726	research	2023-10-20	24.552737173181267	ec66240e-b5c2-4504-8af5-fdb5c221cbfe	365480703	jpeg	CC-BY-NC	1536	2048	0	danieluhl
874fa885-0ce7-4459-8962-3df1836c79e2	4004071	45.6841115513	7.609941605	31.0	27726	research	2021-05-31	12.111057413392617	15a4ecba-ecf9-47af-86d2-69bffbc16354	133793853	jpg	CC-BY-NC	2048	1536	0	bafmrqs
a8314aa8-b156-4503-9e0a-a52a8bcbbc6f	2998768	41.0987673457	-8.5597958684	4.0	27726	research	2022-10-11	23.249288040343444	b96f7ac5-8219-4a94-a9b3-8edb830d7447	236923630	jpeg	CC-BY-NC	983	600	0	jorgepgomes
e259284d-5651-402c-9ef9-e3057c411bc2	7536659	46.684805	0.8104416667	3750.0	27726	research	2024-10-26	4.924131877002813	60d219f7-92ed-42f0-9e3b-44e7ef158d1e	445478051	jpeg	CC-BY-NC	2048	1536	0	lenaini
51073527-c386-4fe1-8672-71a241e4a32c	6952432			26229.0	27726	research	2022-09-26		f13c9a9d-2288-4d0a-b10a-e482212ae5f2	283768213	jpeg	CC-BY-NC	1536	2048	0	lola1998
31948f28-da16-46ac-b0ef-9f7c6d2dc858	1383198	40.6324944444	-8.6601138889		27726	research	2022-10-18	22.174570113312587	c086aeeb-b261-4313-9ee5-edd57cd154e8	238152325	jpeg	CC-BY-NC	2048	1152	0	jesteves
608ced89-dd26-46a8-b9a3-a7bcac0df16b	2877793	43.0069440056	-7.5455829812	23.0	27726	research	2022-04-22	16.736527830686025	162a9a2b-8887-4d0f-b4af-5c48421cbb0a	189777640	jpg	CC-BY-NC	1536	2048	0	aseppelt
fd2cd146-26ea-49c1-8faa-8ac9e6e1aaef	967549	43.0358519259	-1.05659682	413.0	27726	research	2013-11-03	10.129224554858803	28ec1c52-30db-46a0-8c81-43ad5466d180	335033610	jpeg	CC-BY-NC	682	1024	0	johannesjansen
a9a9cea7-da32-4e8c-aa13-2c1c68b43a18	2280248	45.250768706	17.7523838807	27190.0	27726	research	2020-05-12	3.7987179012940815	50cbe24f-2900-4f19-9c39-780b432b17f0	72613456	jpeg	CC-BY-NC	1536	2048	0	hialeah
caa36621-9499-4b20-b190-5a009f21176e	3666055	48.2499322052	16.2642484057	200.0	27726	research	2010-03-29	12.396845715707148	fe22da2d-f971-46de-8784-41a5a33d7b79	103011080	jpeg	CC-BY-NC	2048	1365	0	cleeb
b00058a8-32cb-4e21-9114-c7976f05ae21	2374600	43.7563625159	-0.0400591269	49.0	27726	research	2024-05-07	6.441640344587985	3cd2814c-4e16-4692-be69-425973256ed8	378513275	jpeg	CC-BY-NC	1368	1824	0	laurentbarthe
67847236-b61e-4206-beba-83c025be9238	1251098	52.1219794814	9.9359680843	31.0	27726	research	2018-04-13	7.117943194877575	3480efbb-b84a-43ab-a7f2-904f67039ffc	30479869	jpg	CC-BY-NC	1599	1200	0	ninalipecki
ac7fbd11-f1df-4b05-be8c-95ed347bef48	6685235	50.1300457458	14.4038141146	47.0	27726	research	2023-10-31	6.25020897880488	bebe764f-0202-42d4-be0b-b1118501f91f	332164584	jpeg	CC-BY-NC	2048	1536	0	andrej_funk_praha
8f490376-842e-4f5b-9b29-f13cbb710ec0	4576946	45.0757675171	4.6959280968		27726	research	2021-02-20	11.190248735567351	53099261-e4ce-4069-9903-2195c29c7182	136276813	jpeg	CC-BY-NC	1615	2048	0	tomratz
a8e8c525-2000-49d2-9e5e-04cfeb0b745c	7679617	45.7815419012	5.3511070073	2860.0	27726	research	2018-10-07	11.15273794862	d0b4bd01-c6c8-4e96-b990-87120cc56636	344805553	jpeg	CC-BY-NC	2048	1536	0	myriouf
fa255285-25a1-430f-889d-6f1aecb033a3	1835339	44.2158851624	1.9695725441	62.0	27726	research	2024-07-15	5.63038811141559	a21d2214-5733-4ffd-ac8b-d8870b3a7cb5	407878127	jpeg	CC-BY-NC	1536	2048	0	bearose
3d697057-20bf-422c-8560-3c4454e97d7a	2798400	49.5207870292	8.6712907839	26518.0	27726	research	2024-09-30	9.178637292918566	4057391f-8240-40c7-b590-45d9badc2a8d	459495175	jpg	CC-BY-NC	2048	1365	0	infernocomplex
c7aeb2c6-38d5-4849-a65b-cf4fc4dd9792	4769660	49.4759025574	20.8226623535	7052.0	27726	research	2021-08-07	12.948270684821637	74eb64b5-f31a-42c8-bcff-ce52db9752ce	149749681	jpeg	CC-BY-NC	2048	1536	0	memiusz
17216ad9-7aa2-42ca-ae69-e99d8ce5da94	213733	49.44011007	8.68977246	15.0	27726	research	2021-10-31	7.282688965579895	8a551a8c-741b-4a9a-824d-d7a7a25da250	166621348	jpg	CC-BY-NC	1200	900	0	inasiebert
f6083910-04d8-4e08-a0da-ab3d8269e3f9	7416080	49.187784393	-1.4964318143	99.0	27726	research	2023-09-21	6.467980116195735	716d2fc2-4ad9-4050-9f33-318f1c755efa	322111370	jpg	CC-BY-NC	1152	2048	0	elisavd
b46c310c-3021-4ee7-aa04-db178c70988f	4712973	48.1905666667	15.9301116667	1414.0	27726	research	2022-10-15	10.74382677879306	703dcdc6-a8e9-46fe-9a96-bcea27c27a70	237317063	jpg	CC-BY-NC	2048	1536	0	jauker70
19e3de77-07d4-495d-b2a2-092307ca2eee	4660910	48.0290830135	16.0382297449		27726	research	2024-10-26	12.396845715707148	19eb8021-ef67-4d70-9001-e7250c339eae	445568915	jpg	CC-BY-NC	2048	1365	0	martin_der_prinz
5e59505b-2cce-4b0b-b935-64d45c6399a0	3197476	41.2253283338	-8.1449494419	27816.0	27726	research	2024-11-26	21.76564599533689	030ef117-117e-4311-8e11-428fe079bfb4	453296989	jpeg	CC-BY-NC	2048	1536	0	lzos
dabecdb3-48f9-4051-9536-f5330e517f07	7976036	47.8554992676	19.9754905701	269.0	27726	research	2024-09-16	1.4084061522746243	55329b46-b04a-40dc-8220-38ead806917d	436944760	jpeg	CC-BY-NC	1536	2048	0	holziak
49763297-3d17-485a-95c4-8f7572297323	741651	41.5654261645	-8.7911590654	50.0	27726	research	2024-02-08	22.47499737680865	d71eabb9-5103-4620-8adc-e3698de3d0f8	350684206	jpeg	CC-BY-NC	2048	1536	0	pedroandrade
005ed888-4f47-4b3b-9b81-18a7f01c1bfa	1842016	47.8696709444	8.4372249722		27726	research	2022-07-29	7.586204902060563	38e78265-65fa-46af-affa-f93cb03ca933	218193355	jpeg	CC-BY-NC	1024	2048	0	paulchenpanther
4ce39be0-7861-4c57-ad08-ea08d628f533	7454614	48.9346589492	20.9669549391	34034.0	27726	research	2024-05-26	14.127415431573027	91f2f9b3-d626-4d77-8b1c-632f4f836a11	396457410	jpeg	CC-BY-NC	2048	1365	0	y_monca
160eae94-1eb0-41a6-bcda-774111fbdbd3	925480	45.9877619722	12.148934		27726	research	2023-10-21	20.519854968911407	65ae1863-9c41-4442-ad47-24527d7286fb	329697913	jpeg	CC-BY-NC	2048	1465	0	lynetteclennell
f8a99106-8d6d-4cba-85aa-59d27d8b9a20	2802742	49.3041533333	9.3333366667	13.0	27726	research	2021-04-29	6.30096248489286	9525dc68-020b-4e19-81d4-4f1e1d8f46e5	123850321	jpg	CC-BY-NC	1536	2048	0	ooume
703780d4-e18c-4e8a-8191-cc13d3d37218	303497	46.0825583333	11.2455183333		27726	research	2022-03-30	24.971169548393764	1518af5b-649a-4496-87fa-99ef810fec33	337924062	jpeg	CC-BY-NC	2048	1536	0	giuseppe29
4ab4ea84-5417-4a6d-b8c5-d65bf1700c52	2753573	48.5557371209	9.4976014219	26679.0	27726	research	2022-03-17	6.350366146472983	383e0557-32a9-4bd4-b60c-cdf529a09c31	183760400	jpg	CC-BY-NC	2048	1365	0	penterd
380de1bd-f94a-4373-a8af-64d07ba689f2	2394733	42.9356840535	-0.1785309129	2830.0	27726	research	2021-07-26	11.649679265792262	4f0da77d-b684-48d6-b45e-bafdd1a593b9	148614951	jpg	CC-BY-NC	1413	1886	0	slobirder
50dd7ada-fd4d-4ac3-af89-580958dcf402	1779455	46.5168306006	15.5375547399	1002.0	27726	research	2021-06-06	16.31808898139915	6b2242f2-9424-4af9-b0bd-effc8f5e9c2c	134348436	jpg	CC-BY-NC	2048	1462	0	mocerad
0aadb267-67e0-408d-8a1a-308304dfee5f	3124468	43.0765914917	-7.6375308037		27726	research	2019-05-13	16.736527830686025	b2539e5c-7617-4206-a137-00ba50770c4c	80622855	jpg	CC-BY-NC	2048	1365	0	escorna_boy
781ba84f-b43e-4c96-8aea-89f7caad3fbe	7296331	49.4306335449	8.7013807297	5.0	27726	research	2024-02-11	7.282688965579895	1556972c-e372-43cb-91bd-b373a7e6ed28	350854332	jpeg	CC-BY-NC	1152	2048	0	scout_jens
f32df47a-dfde-4b68-a969-dc23b1a6d456	112445	44.5751567749	9.1580311027	27317.0	27726	research	2018-10-27	11.704794139986364	9f132602-e680-4bc6-aef3-584c5e57833e	27359037	jpg	CC-BY-NC	2048	1360	0	leibele
5d689e30-d8ec-41ac-8c7f-b2f5ce537524	6476344	44.0841693632	5.658140704	8.0	27726	research	2024-03-23	11.964754122569024	9112ed63-cfc8-42a7-b4c4-b37b647e7006	359758348	jpeg	CC-BY-NC	2048	921	0	lejocelyn
7abbe597-2bc8-4853-aa2c-d8f2424a325f	5643	52.2092380598	10.7626835437	15.0	27726	research	2020-05-23	2.016922206787162	f82ac65c-2bb0-46a5-9f52-f3fea1c24f9f	74448153	jpeg	CC-BY-NC	2048	1536	0	jakob
1ed87f03-8c0a-46e0-bb92-63464bb4322c	7946214	48.3614425659	15.451833725		27726	research	2024-03-30	7.501581736356775	345139c4-327a-4501-91ef-1d17d4076480	364102888	jpeg	CC-BY-NC	1536	2048	0	see-you
a018e55f-91dc-4171-9829-71d08865d37c	6685235	50.1446788042	14.3846309558	8.0	27726	research	2023-12-12	6.25020897880488	fd389614-52cf-4ff0-a434-aa9213da4c04	340517910	jpeg	CC-BY-NC	2048	1536	0	andrej_funk_praha
1f621c86-6826-49fb-801d-eb63ea6847f5	4355453	46.6612285358	15.3361830141	880.0	27726	research	2024-04-28	24.83520319632738	253cc5c0-47a2-4a1a-a079-0f7c23a620f1	375886329	jpg	CC-BY-NC	1522	2048	0	juliamep
fc7c194f-e46e-47fb-bf6f-ecfd0de8a11a	1346550	39.6347240137	-8.7591136247	18.0	27726	research	2021-10-30	23.804783044217032	0c272e3d-250a-4547-b459-85f5bea3fab0	166461624	jpeg	CC-BY-NC	2048	1536	0	joaotomas
11d575aa-eb2f-4339-bbd9-763fa9ac9d9c	5294206	46.3652338073	13.7996117073	10656.0	27726	research	2021-11-26	18.752916061213533	0957a38f-c6c4-4d74-adf7-44de9308c833	250599710	jpg	CC-BY-NC	1536	2048	0	morisaur
fc0c327d-4c29-45be-ad22-44352d3b1e0f	4584474	47.0996493995	15.5565547943	1481.0	27726	research	2024-05-28	24.552737173181267	fc12507b-ce18-413c-a620-3dcecd32bd14	387443074	jpeg	CC-BY-NC	1153	2048	0	ilse_schlor
9a83f001-9816-4419-9182-149b616b4e82	2712380	46.5095902349	14.640574716	263.0	27726	research	2020-05-16	20.47194250246306	27e9461f-e3a3-40dc-a97a-a4ec64580a2e	73092517	jpeg	CC-BY-NC	2048	1152	0	willard_baier
083e468b-850f-4e4a-876f-e0b5d028b829	2568388	49.70597414	18.73259631	9.0	27726	research	2021-04-01	9.077415140015246	d7066ff7-c702-4ab6-aaf4-d0a4375e598f	118424821	jpeg	CC-BY-NC	1536	2048	0	cnkrzysztof
2ce0bcf4-f702-43b9-a856-b1832607b8bb	5364433	49.6798254647	9.0050480515	165.0	27726	research	2023-04-22	8.80121548136104	a318c8de-e767-4398-aecd-602f7d611029	269898568	jpeg	CC-BY-NC	1832	2048	0	patrickodw
56921ea5-721e-4907-a0e6-8211fbd9e451	2724130	45.2940886	4.1784862	3213.0	27726	research	2020-04-20	7.148717707434399	e88ffb66-1bf4-4761-bec5-508da2a25c6f	67731716	jpeg	CC-BY-NC	1536	2048	0	boblebricoleur
56ec6227-525d-4f5e-9229-444fd86e21f8	4991488	48.2336379722	24.632667		27726	research	2022-07-08	8.351206347875022	95bf3c4f-f688-4e7c-93e7-204b8464b736	213309096	jpeg	CC-BY-NC	2048	2048	0	vlad_siranskyi
35384925-e953-4809-be7e-8558382f4f9a	2228644	44.8589169506	7.2010714426	15.0	27726	research	2021-04-29	17.880217309105145	0393925f-aea2-414b-a4c6-0ea893a7d071	123969027	jpg	CC-BY-NC	1984	1488	0	williambenedetto
1734dc22-7cf2-4055-9a3c-3a7f04026475	6014732	47.6066783333	14.3395666667	4.0	27726	research	2024-09-24	10.544236460774814	e3ea7b90-31fd-4306-8978-c853362a0ab8	434761519	jpeg	CC-BY-NC	2048	1536	0	fettegams
a331f2fa-9222-4838-a984-e2daf0590586	3671065	40.2999488188	-5.7390461862	148.0	27726	research	2023-08-15	4.553969660848056	180090de-4e05-4974-84d6-823c81ac605f	310637510	jpeg	CC-BY-NC	899	1599	0	tativillarino
b728b6bd-8107-4064-87a1-599f5196c9dc	7026658	50.1950611111	11.542175		27726	research	2024-05-06	5.367276333623137	5e3b735b-00c8-4bd6-9e11-7a94c08c2672	378195375	jpeg	CC-BY-NC	2048	1542	0	heinz-andreas
4e932c22-cca3-462d-938a-ee2278ac74dd	6323185	45.5865827413	5.8700627089	76.0	27726	research	2022-10-01	16.3892930094355	f0714290-2834-4288-925a-d6522cbfcf75	257280915	jpeg	CC-BY-NC	1536	2048	0	m2nprz
22ff4abf-85d1-4575-a5c8-69cdd942c7b4	5643	52.2067776241	10.7265129778	4.0	27726	research	2024-03-15	2.016922206787162	311372a5-04aa-48cc-8fb5-56801fd163f1	357920601	jpeg	CC-BY-NC	1542	2048	0	jakob
e40b6967-a8b8-417d-b887-f596a9ab385b	6395722	48.17475654	16.3069292574	647.0	27726	research	2024-11-01	12.396845715707148	48808713-54ba-4cc5-91a3-2990ce7c68b0	450592189	jpeg	CC-BY-NC	2048	1536	0	tywcook
b140c0b2-35de-452d-9714-762d2080c141	3305574	38.1712104429	-8.589001894	1755.0	27726	research	2024-11-15	4.79868373777623	64cca974-3d94-47b2-a9f3-1bf084d05437	450761047	jpeg	CC-BY-NC	2048	1536	0	ffuertes
17a6f181-4a9f-477b-8e21-fcf0009d4b57	3178839	47.7181140683	-3.4723390684	8.0	27726	research	1988-04-15	10.375500502230723	c5c7d160-5ef7-408b-8545-441717adf9e1	253438061	jpg	CC-BY-NC	2048	1348	0	olivier_fortune
22a91b4f-cdd2-4260-ace8-dbee3a7d7c67	2868081	49.5073812304	21.8485376984	2098.0	27726	research	2020-05-18	13.840400292163825	f72e22e7-456a-47e3-8df6-756efda6e877	73536095	jpeg	CC-BY-NC	1536	2048	0	k_potas
1c152c45-4078-4a5d-bddb-6efa5c06def4	476884	45.881077861	11.9443410198	106.0	27726	research	2017-03-19	20.519854968911407	76079f0c-05f5-45f9-b125-a688a287f7ed	7689137	jpg	CC-BY-NC	2048	1536	0	g_philodendron
34fb6d6d-252d-4fe4-9d2d-b19a8c4cc131	5862671	46.9057916667	16.2151033333	16444.0	27726	research	2022-10-25	22.839280593921792	7e3f9880-29f9-4a6c-a368-4ae45ae000dd	239651175	jpg	CC-BY-NC	2048	1536	0	krezga
36810fa7-b689-48a6-b76f-769fb4a7b6b6	2622109	43.2060172291	-8.1222294644	4.0	27726	research	2023-11-06	18.894624917253388	e077160e-6636-48a3-8957-5d9b4f3e608d	333567077	jpeg	CC-BY-NC	945	2048	0	davidchas
0916247e-c313-4e74-86c9-c9ad107977a5	2228644	44.86005584	7.2025317138	40.0	27726	research	2021-04-26	17.880217309105145	dea357ed-d44e-4fcd-ba61-cda2bae95f3e	123211146	jpg	CC-BY-NC	1984	1488	0	williambenedetto
cdca6b90-bb0c-43a7-9780-57a2459aed9e	112445	44.7990105771	9.1782288944	27285.0	27726	research	2018-10-22	11.704794139986364	a6ff5261-0c33-449d-89fd-38503aa3419c	27101804	jpg	CC-BY-NC	2048	1360	0	leibele
3ba67deb-1d75-4741-9ad9-804f88c74c23	2325140			26518.0	27726	research	2017-05-23	15.52162892916857	1ec0f52a-787f-4896-baea-70b380eac81b	66568659	png	CC-BY-NC	1920	1080	0	antoniw
f9ab118c-eeee-45cc-bfcd-00768b35aa21	3799806	45.7154083333	8.170545	12.0	27726	research	2022-04-25	12.111057413392617	8e699068-311c-486d-aebd-c8915012c9a2	190930565	jpg	CC-BY-NC	1536	2048	0	andrea_zorzan
80e65f82-acd4-4bef-9844-1315ca44d241	2930936	48.2504578403	16.2562290573	122.0	27726	research	2013-09-29	12.396845715707148	3231b9db-e137-46fc-b18e-0765409bec18	115923767	jpeg	CC-BY-NC	2048	1536	0	anaxvp
6df4ccb8-9efa-4834-aede-7d8aa298f295	6188540	47.7261453987	11.7505313829	48.0	27726	research	2022-10-22	11.041989195269144	4f740075-ea54-4339-8731-2c1480587cdb	238933556	jpeg	CC-BY-NC	1152	2048	0	paul2309
587b8fc5-f1c7-4031-a499-973b3896b26c	2271932	45.1036747139	7.2154091306		27726	research	2024-10-25	9.432399428296486	34ce2262-532e-4882-a605-6f15c0c928b7	457450559	jpeg	CC-BY-NC	1536	2048	0	paolo-bea
c5e0d336-f8e9-4746-9f2e-ebeadaf3f967	7319451	47.9825946763	14.6669612825	192.0	27726	research	2023-11-05	11.056826694731608	8c351968-ed69-40bb-a407-d6ca00252353	334381973	jpeg	CC-BY-NC	1200	1600	0	emmi09
65a3d74f-12af-4669-9111-f38b9d99d464	2753639	43.7711904447	10.8458408122	27443.0	27726	research	2023-01-03	4.530784921487288	57192a1c-20fb-4be4-ba74-07b90ce56c73	250565393	jpeg	CC-BY-NC	2048	1536	0	giacomo_bruni
adb4ac03-2120-42ff-8603-133600dafb4a	4119669	51.7929257997	9.5851401		27726	research	2021-05-14	7.477467427816537	0b938c64-8211-47e3-860d-a65ffa0454db	128865272	jpeg	CC-BY-NC	1536	2048	0	kolja_hagenow
38755a39-ed61-4df5-b487-1f25f69c7e24	2644637	45.6253883333	7.9787633333	8.0	27726	research	2023-09-20	12.111057413392617	69209282-f7ce-4925-a37e-f13a802b40b6	321784501	jpg	CC-BY-NC	2048	1536	0	nikahause
f42e8102-46f7-45ca-b19a-951af30a1006	4062902	47.67948084	16.05967295	23.0	27726	research	2021-05-13	14.15595315143218	7286ff0c-398e-4647-b4a3-f02f10bd8719	132927106	jpeg	CC-BY-NC	1536	2048	0	lisahemi
6f2004b5-dfc5-4743-9595-72849d4f5a4a	1370558	41.0950292355	-8.489337587	4.0	27726	research	2022-11-23	23.249288040343444	db92dfae-b61f-4b46-90de-9c58e89e800d	244717623	jpg	CC-BY-NC	1536	2048	0	joaolemoslima
04e91eb2-0675-47de-a766-2d29a98927f6	5471662	42.2096718	1.9404056	186.0	27726	research	2016-10-15	14.58083802077496	8653220f-35a7-4088-b97a-5dde2ca481ad	189408501	jpg	CC-BY-NC	2048	2048	0	guspiralsnuvols
29ab4bbe-0149-4b8d-a015-0c8904632612	2455232	48.1941606431	16.1294136196	263.0	27726	research	2020-04-19	12.396845715707148	c80cafef-2d78-4ebd-ba0d-54dced8722b5	67576864	jpeg	CC-BY-NC	1536	2048	0	amikiri
d536fc49-fbe7-4bf2-bd24-1e38402cf2f0	3033385	50.0155356201	13.8542573154	9.0	27726	research	2020-05-23	4.76997607346465	caa3f612-c029-419c-a38a-8a1fa0912143	74458992	jpeg	CC-BY-NC	1536	2048	0	adelind
6cb22aa0-c29f-4ac3-9fc0-ad8e6ad236a1	447090	45.9908987344	11.3278279658		27726	research	2021-05-01	23.641239293324265	b8178d03-2993-4daa-ae0e-536371ce6a35	124560768	jpg	CC-BY-NC	2048	1473	0	apeterlongo
eddabef7-6cc5-429d-a91a-d4a1d17de962	4319548	48.2008184363	13.1966668367	179.0	27726	research	2024-04-01	5.900562564848473	82c3b147-980f-4f82-bbde-25e091e36149	362318779	jpeg	CC-BY-NC	921	2048	0	lukas_theil
09e90d5d-f964-41b6-85a2-e462b6da3345	4556715	46.0244769769	14.4627532165	675.0	27726	research	2019-11-10	16.053760077623593	13eb3751-3ce2-4f82-bef8-40c9affe8373	134989652	jpg	CC-BY-NC	1152	2048	0	mmrsol
09658599-1f51-42f6-9076-aac93fa14ea9	1485790	48.1420983289	16.2253173749	8.0	27726	research	2024-02-17	12.396845715707148	648e5728-278c-4dda-9a1f-01822de7f6cd	351937225	jpeg	CC-BY-NC	1536	2048	0	cpu
ab5f3950-4b33-4100-b7fd-ef0f997753f2	5921171	44.3582221451	8.3815077307	1750.0	27726	research	2024-07-03	3.2840953474887296	d0238ac3-004f-40e3-9cc6-1fdff150576e	404370849	jpg	CC-BY-NC	1200	1600	0	jolieg8
d771f4f2-aad9-431f-b2c4-14e7d968b465	2915773	45.226431317	7.4889177867	2.0	27726	research	2021-03-19	20.8354855170723	37c973d6-2af3-4007-b514-fa21eff02c1c	117277908	jpeg	CC-BY-NC	2048	1362	0	stefanopavone
0f726c07-f152-46e6-afe0-caac18b78705	3877739	50.4632216521	5.7209654875	893.0	27726	research	2020-08-07	12.547515769698844	2e7b0847-567e-44c2-8f5a-115d9c87ec58	118906811	jpeg	CC-BY-NC	2048	1661	0	lakinga
